listing_url,listing_no,title,location,prop_type,list_date,price_ksh,price_flag,log_price_ksh,size_acres,size_source,log_size_acres,latitude,longitude,geocode_source,geocode_confidence,county,dist_to_nairobi_km,dist_to_county_town_km,reference_city,reference_city_dist_km,amenities_score,accessibility_score,price_per_acre,log_price_per_acre
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikuyu-117101653,117101653,Vacant Land / Plot for Sale in Kikuyu,,,,,missing,,,missing,,,,failed,0.0,Kiambu,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-117101654,117101654,Vacant Land / Plot for Sale in Kiambu,"Thigio Kiambu County, Kiambu, Kiambu",,8-Apr-26,1299000.0,clean,14.077105295652737,,missing,,-1.1132722,36.6250785,street_address,0.8,Kiambu,29.57,29.57,Kiambu,24.59,66.58,44.67,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikuyu-117101669,117101669,Vacant Land / Plot for Sale in Kikuyu,"Thigio Kiambu County, Kikuyu, Kikuyu",,8-Apr-26,1299000.0,clean,14.077105295652737,,missing,,-1.2850461,36.6227734,street_address,0.8,Kiambu,22.15,36.54,Nairobi,22.15,31.57,55.55,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikuyu-117101585,117101585,Vacant Land / Plot for Sale in Kikuyu,,,,1299000.0,clean,14.077105295652737,,missing,,,,failed,0.0,Kiambu,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikuyu-117101656,117101656,Vacant Land / Plot for Sale in Kikuyu,"Thigio Kiambu County, Kikuyu, Kikuyu",,8-Apr-26,1299000.0,clean,14.077105295652737,,missing,,-1.2850461,36.6227734,street_address,0.8,Kiambu,22.15,36.54,Nairobi,22.15,31.57,55.55,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikuyu-117101695,117101695,Vacant Land / Plot for Sale in Kikuyu,"Thigio Kiambu County, Kikuyu, Kikuyu",,8-Apr-26,1299000.0,clean,14.077105295652737,,missing,,-1.2850461,36.6227734,street_address,0.8,Kiambu,22.15,36.54,Nairobi,22.15,31.57,55.55,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-konza-117070155,117070155,Vacant Land / Plot for Sale in Konza,"8589+3j7 Konza, Konza, Machakos",,26-Mar-26,14000000.0,clean,16.454567887579532,10.8,nlp_description,2.379546134130174,-1.7639205,37.2467907,nlp_landmark,0.5,Makueni,70.59,70.59,Makueni,41.71,10.0,11.99,1296296.3,14.075021756306501
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikuyu-117101671,117101671,Vacant Land / Plot for Sale in Kikuyu,,,,,missing,,,missing,,,,failed,0.0,Kiambu,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-joska-117083766,117083766,Vacant Land / Plot for Sale in Joska,"M3cv+27 Pridelands, Joska, Nairobi",,31-Mar-26,207000000.0,clean,19.14822935122964,46.0,nlp_description,3.828641396489095,-0.4376832,34.0199863,nlp_landmark,0.5,Homa Bay,325.69,325.69,Homa Bay,49.77,19.01,29.76,4500000.0,15.319587954740548
https://www.property24.co.ke/vacant-land-plot-for-sale-in-muthaiga-117086454,117086454,Vacant Land / Plot for Sale in Muthaiga,"Muthaiga Nairobi, Muthaiga, Nairobi",,1-Apr-26,500000000.0,clean,20.030118656386467,2.5,nlp_description,0.9162907318741551,-1.251796,36.8185479,street_address,0.8,Nairobi,4.5,4.5,Nairobi,4.5,82.36,67.27,200000000.0,19.11382792451231
https://www.property24.co.ke/vacant-land-plot-for-sale-in-lukenya-117099203,117099203,Vacant Land / Plot for Sale in Lukenya,"Lukenya Machakos County, Lukenya, Athi River",,8-Apr-26,9500000.0,clean,16.06680235657077,2.0,nlp_description,0.6931471805599453,-1.4816465,37.076531,street_address,0.8,Machakos,35.29,35.29,Machakos,21.16,25.62,28.48,4750000.0,15.373655176010823
https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-117099209,117099209,Vacant Land / Plot for Sale in Ngong,"Kibiko Kajiado County, Ngong, Ngong",,8-Apr-26,4000000.0,clean,15.201804919084164,0.114784,nlp_description,-2.164703177632265,-1.3371595,36.6445339,street_address,0.8,Kajiado,20.34,58.98,Nairobi,20.34,35.48,28.31,34848062.45,17.36650809678163
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kajiado-117097133,117097133,Vacant Land / Plot for Sale in Kajiado,"Namanga Road Kitengela, Kajiado, Kajiado",,7-Apr-26,850000000.0,clean,20.560746907448635,540.0,nlp_description,6.29156913955832,-1.5249414,36.9449394,street_address,0.8,Kajiado,29.28,40.53,Nairobi,29.28,40.24,50.4,1574074.07,14.26917776530208
https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117086508,117086508,Vacant Land / Plot for Sale in Karen,,,,,missing,,,missing,,,,failed,0.0,Nairobi,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-konza-117052333,117052333,Vacant Land / Plot for Sale in Konza,"Malili, Konza, Machakos",,22-Mar-26,8700000.0,clean,15.978833583624812,10.0,nlp_description,2.302585092994046,-1.7639205,37.2467907,nlp_landmark,0.5,Makueni,70.59,70.59,Makueni,41.71,10.0,41.19,870000.0,13.676248490630767
https://www.property24.co.ke/vacant-land-plot-for-sale-in-konza-117051993,117051993,,,,,,missing,,,missing,,,,failed,0.0,,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-konza-117052324,117052324,,,,,,missing,,,missing,,,,failed,0.0,,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-loresho-117091261,117091261,Vacant Land / Plot for Sale in Loresho,"Loresho Nairobi, Loresho, Nairobi",,3-Apr-26,55000000.0,clean,17.822843743196746,0.45,nlp_description,-0.7985076962177716,-1.2569762,36.7481694,street_address,0.8,Nairobi,9.08,9.08,Nairobi,9.08,74.04,56.99,122222222.22,18.621351439396335
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikuyu-117101646,117101646,Vacant Land / Plot for Sale in Kikuyu,"Kiambu Kiambu County, Kikuyu, Kikuyu",,8-Apr-26,1299000.0,clean,14.077105295652737,,missing,,-1.3138818,36.7008996,street_address,0.8,Nairobi,13.67,13.67,Nairobi,13.67,70.58,50.89,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-konza-117055063,117055063,Vacant Land / Plot for Sale in Konza,"Malili Ke, Konza, Machakos",,23-Mar-26,7500000.0,clean,15.830413578506539,10.0,nlp_description,2.302585092994046,-1.3332811,36.8897579,nlp_landmark,0.5,Nairobi,8.82,8.82,Nairobi,8.82,79.75,78.44,750000.0,13.527828485512494
https://www.property24.co.ke/vacant-land-plot-for-sale-in-embu-117022224,117022224,Not Found,,,,5000000.0,clean,15.424948470398375,,missing,,,,failed,0.0,,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-industrial-area-117026711,117026711,Vacant Land / Plot for Sale in Industrial Area,"Icd Rd Nairobi, Industrial Area, Nairobi",,14-Mar-26,145000000.0,clean,18.792244300384848,6.0,nlp_description,1.791759469228055,-1.3026148,36.828842,nlp_landmark,0.5,Nairobi,1.4,1.4,Nairobi,1.4,79.94,87.91,24166666.67,17.000484831294724
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117070731,117070731,Vacant Land / Plot for Sale in Kerarapon,"Kerarapon Primary School Mmj5+29, Kerarapon, Nairobi",,27-Mar-26,16000000.0,clean,16.588099280204055,,missing,,-1.2921,36.8219,county_centroid,0.2,Nairobi,0.0,0.0,Nairobi,0.0,95.04,96.11,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117070738,117070738,,,,,,missing,,,missing,,,,failed,0.0,,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117058077,117058077,Vacant Land / Plot for Sale in Karen,"Karen Karen, Karen, Nairobi",,24-Mar-26,60000000.0,clean,17.909855120186375,5.0,nlp_description,1.6094379124341003,-1.3364304,36.704026,street_address,0.8,Nairobi,14.0,14.0,Nairobi,14.0,55.68,37.09,12000000.0,16.300417207752275
https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-117074330,117074330,Vacant Land / Plot for Sale in Ngong,,,,,missing,,,missing,,,,failed,0.0,Kajiado,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-malindi-117072821,117072821,Vacant Land / Plot for Sale in Malindi,,,,,missing,,,missing,,,,failed,0.0,Kilifi,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-bahati-117089719,117089719,Vacant Land / Plot for Sale in Bahati,"Solai Nakuru County, Bahati, Nakuru",,2-Apr-26,450000.0,clean,13.017002861746503,0.114784,nlp_description,-2.164703177632265,-0.2802724,36.0712048,nlp_landmark,0.5,Nakuru,140.09,140.09,Nakuru,2.72,88.08,63.15,3920407.03,15.181706040559924
https://www.property24.co.ke/vacant-land-plot-for-sale-in-bahati-117089677,117089677,Vacant Land / Plot for Sale in Bahati,"Solai Nakuru County, Bahati, Nakuru",,2-Apr-26,450000.0,clean,13.017002861746503,0.114784,nlp_description,-2.164703177632265,-0.2802724,36.0712048,nlp_landmark,0.5,Nakuru,140.09,140.09,Nakuru,2.72,88.08,63.15,3920407.03,15.181706040559924
https://www.property24.co.ke/vacant-land-plot-for-sale-in-nakuru-town-117089742,117089742,Vacant Land / Plot for Sale in Nakuru Town,"Bahati Nakuru County, Nakuru Town, Nakuru",,2-Apr-26,450000.0,clean,13.017002861746503,0.114784,nlp_description,-2.164703177632265,-0.2802724,36.0712048,nlp_landmark,0.5,Nakuru,140.09,140.09,Nakuru,2.72,88.08,63.15,3920407.03,15.181706040559924
https://www.property24.co.ke/vacant-land-plot-for-sale-in-wote-117052338,117052338,Vacant Land / Plot for Sale in Wote,"Wote Makueni County, Wote, Wote",,22-Mar-26,1600000.0,clean,14.28551418721001,0.114784,nlp_description,-2.164703177632265,-1.7834076,37.6227581,nlp_landmark,0.5,Makueni,104.45,104.45,Makueni,2.27,87.52,52.34,13939224.98,16.450217364907473
https://www.property24.co.ke/vacant-land-plot-for-sale-in-wote-117052373,117052373,Vacant Land / Plot for Sale in Wote,"6mfj+vg Wote, Wote, Wote",,22-Mar-26,1800000.0,clean,14.403297222866392,4.0,nlp_description,1.3862943611198906,,,failed,0.0,Makueni,,,,,0.0,,450000.0,13.017002861746503
https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-117102609,117102609,Vacant Land / Plot for Sale in Ngong,"Ngong Kajiado County, Ngong, Ngong",,8-Apr-26,10500000.0,clean,16.166885815127753,,missing,,-1.3638527,36.6573976,street_address,0.8,Kajiado,19.95,55.75,Nairobi,19.95,88.26,44.29,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-ruiru-117102175,117102175,Vacant Land / Plot for Sale in Ruiru,"Rvxr+4ch Tatu City, Ruiru, Ruiru",,8-Apr-26,8000000.0,clean,15.89495209964411,0.0,nlp_description,,-1.1508144,36.9010616,nlp_landmark,0.5,Kiambu,18.01,18.01,Kiambu,15.58,34.08,54.61,inf,inf
https://www.property24.co.ke/vacant-land-plot-for-sale-in-wote-117052347,117052347,Vacant Land / Plot for Sale in Wote,"Wote Makueni County, Wote, Wote",,22-Mar-26,600000.0,clean,13.304684934198283,0.114784,nlp_description,-2.164703177632265,-1.7834076,37.6227581,nlp_landmark,0.5,Makueni,104.45,104.45,Makueni,2.27,87.52,52.34,5227209.37,15.469388112374014
https://www.property24.co.ke/vacant-land-plot-for-sale-in-athi-river-117064694,117064694,,,,,,missing,,,missing,,,,failed,0.0,,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-athi-river-117064728,117064728,Vacant Land / Plot for Sale in Athi River,"Kinanie Machakos County, Athi River, Athi River",,25-Mar-26,1500000.0,clean,14.22097566607244,0.114784,nlp_description,-2.164703177632265,-1.3976821,37.0296193,street_address,0.8,Machakos,25.9,29.21,Nairobi,25.9,45.39,40.08,13068023.42,16.385678843865556
https://www.property24.co.ke/vacant-land-plot-for-sale-in-watamu-117058699,117058699,Vacant Land / Plot for Sale in Watamu,"Watamu Kilifi County, Watamu, Watamu",,24-Mar-26,420000000.0,clean,19.855765269241687,12.0,nlp_description,2.4849066497880004,-3.3609935,39.9663294,street_address,0.8,Kilifi,418.28,418.28,Kilifi,17.81,20.16,14.96,35000000.0,17.37085861945369
https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-117102497,117102497,Vacant Land / Plot for Sale in Ngong,"Olkeri Primary School Kajiado County, Ngong, Ngong",,8-Apr-26,10500000.0,clean,16.166885815127753,8.0,nlp_description,2.0794415416798357,-1.3764726,36.6961862,street_address,0.8,Kajiado,16.83,53.47,Nairobi,16.83,45.11,47.21,1312500.0,14.087444273447916
https://www.property24.co.ke/vacant-land-plot-for-sale-in-naivasha-117083286,117083286,Vacant Land / Plot for Sale in Naivasha,"5967+w3x Moi S Lake Rd, Naivasha, Naivasha",,31-Mar-26,,negotiable,,43.0,nlp_description,3.7612001156935624,-0.7586353,36.3553769,nlp_landmark,0.5,Nakuru,78.8,78.8,Nakuru,59.19,4.17,30.32,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-116788993,116788993,,,,,,missing,,,missing,,,,failed,0.0,,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-watamu-117042561,117042561,Vacant Land / Plot for Sale in Watamu,"Jxgm+2fm Watamu, Watamu, Watamu",,18-Mar-26,15000000.0,clean,16.523560759066484,,missing,,-3.35,40.0166,nlp_landmark,0.5,Kilifi,422.3,422.3,Kilifi,21.47,56.27,23.7,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-ongata-rongai-117043247,117043247,Vacant Land / Plot for Sale in Ongata Rongai,"Ongata Rongai Nairobi County, Ongata Rongai, Kajiado",,19-Mar-26,20000000.0,clean,16.811242831518264,16.0,nlp_description,2.772588722239781,-1.3955637,36.7622239,street_address,0.8,Kajiado,13.28,50.57,Nairobi,13.28,65.35,63.68,1250000.0,14.038654109278484
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitisuru-117082761,117082761,Vacant Land / Plot for Sale in Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi",,31-Mar-26,110000000.0,clean,18.51599092375669,5.0,nlp_description,1.6094379124341003,-1.2389533,36.7444004,street_address,0.8,Nairobi,10.45,10.45,Nairobi,10.45,60.47,54.5,22000000.0,16.90655301132259
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117051273,117051273,Vacant Land / Plot for Sale in Kerarapon,"Kerarapon Drive Karen, Kerarapon, Nairobi",,21-Mar-26,60000000.0,clean,17.909855120186375,10.0,nlp_description,2.302585092994046,-1.2921,36.8219,county_centroid,0.2,Nairobi,0.0,0.0,Nairobi,0.0,95.04,96.11,6000000.0,15.60727002719233
https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117091610,117091610,Vacant Land / Plot for Sale in Karen,"Koitobos Rd Nairobi, Karen, Nairobi",,3-Apr-26,520000000.0,clean,20.069339369539748,4.5,nlp_description,1.5040773967762742,-1.3732357,36.7408981,street_address,0.8,Nairobi,12.75,12.75,Nairobi,12.75,77.71,35.48,115555555.56,18.565261972801935
https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-117092311,117092311,Vacant Land / Plot for Sale in Ngong,"Ngong Kajiado County, Ngong, Ngong",,4-Apr-26,14000000.0,clean,16.454567887579532,,missing,,-1.3638527,36.6573976,street_address,0.8,Kajiado,19.95,55.75,Nairobi,19.95,88.26,43.64,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-diani-117038467,117038467,Not Found,,,,5000000.0,clean,15.424948470398375,,missing,,,,failed,0.0,,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117051272,117051272,Vacant Land / Plot for Sale in Kerarapon,"Kerarapon Drive Karen, Kerarapon, Nairobi",,21-Mar-26,16500000.0,clean,16.61887093887081,,missing,,-1.2921,36.8219,county_centroid,0.2,Nairobi,0.0,0.0,Nairobi,0.0,95.04,96.11,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-joska-117074278,117074278,,,,,,missing,,,missing,,,,failed,0.0,,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-mavoko-athi-river-117029652,117029652,Vacant Land / Plot for Sale in Mavoko / Athi River,"Athi River Machakos County, Mavoko / Athi River, Mavoko / Athi River",,16-Mar-26,14000000.0,clean,16.454567887579532,,missing,,-1.4919884,36.9876659,street_address,0.8,Machakos,28.87,30.78,Nairobi,28.87,42.83,38.49,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitisuru-117036816,117036816,Vacant Land / Plot for Sale in Kitisuru,"Ngecha Rd Nairobi, Kitisuru, Nairobi",,17-Mar-26,220000000.0,clean,19.209138104316636,2.5,nlp_description,0.9162907318741551,-1.2359641,36.76655,street_address,0.8,Nairobi,8.76,8.76,Nairobi,8.76,58.61,60.93,88000000.0,18.29284737244248
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikuyu-117036688,117036688,Vacant Land / Plot for Sale in Kikuyu,"Rungiri Kiambu County, Kikuyu, Kikuyu",,17-Mar-26,24000000.0,clean,16.99356438831222,4.0,nlp_description,1.3862943611198906,-1.2429044,36.6769708,street_address,0.8,Kiambu,17.01,29.15,Nairobi,17.01,79.88,59.75,6000000.0,15.60727002719233
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117039090,117039090,Vacant Land / Plot for Sale in Kerarapon,"Kerarapon Drive, Kerarapon, Nairobi",,18-Mar-26,600000000.0,clean,20.21244021318042,12.0,nlp_description,2.4849066497880004,-1.3244149,36.6773011,nlp_landmark,0.5,Nairobi,16.47,16.47,Nairobi,16.47,60.66,47.59,50000000.0,17.72753356339242
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117039099,117039099,Vacant Land / Plot for Sale in Kerarapon,"Kerarapon Drive Karen, Kerarapon, Nairobi",,18-Mar-26,30000000.0,clean,17.216707939626428,2.0,nlp_description,0.6931471805599453,-1.3244149,36.6773011,nlp_landmark,0.5,Nairobi,16.47,16.47,Nairobi,16.47,60.66,47.59,15000000.0,16.523560759066484
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117039073,117039073,www.property24.co.ke,,,,,missing,,,missing,,,,failed,0.0,,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-117026834,117026834,Vacant Land / Plot for Sale in Runda,"Runda, Runda, Nairobi",,14-Mar-26,45000000.0,clean,17.622173047734595,,missing,,-1.2115559,36.8110016,street_address,0.8,Nairobi,9.04,9.04,Nairobi,9.04,64.04,60.55,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kyuna-117100163,117100163,Vacant Land / Plot for Sale in Kyuna,"Nairobi, Kyuna",,8-Apr-26,110000000.0,clean,18.51599092375669,0.75,nlp_description,-0.2876820724517809,-1.2512727,36.7801124,nlp_landmark,0.5,Nairobi,6.5,6.5,Nairobi,6.5,80.63,61.19,146666666.67,18.8036729962312
https://www.property24.co.ke/vacant-land-plot-for-sale-in-syokimau-117101996,117101996,Vacant Land / Plot for Sale in Syokimau,"Nairobi, Syokimau",,8-Apr-26,9000000.0,clean,16.012735135300492,,missing,,-1.3332811,36.8897579,nlp_landmark,0.5,Nairobi,8.82,8.82,Nairobi,8.82,79.75,78.44,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117039014,117039014,Vacant Land / Plot for Sale in Kerarapon,"Kerarapon Karen, Kerarapon, Nairobi",,18-Mar-26,15000000.0,clean,16.523560759066484,4.0,nlp_description,1.3862943611198906,-1.2921,36.8219,county_centroid,0.2,Nairobi,0.0,0.0,Nairobi,0.0,95.04,96.11,3750000.0,15.137266397946593
https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117092186,117092186,Vacant Land / Plot for Sale in Karen,"Karen Karen, Karen, Nairobi",,4-Apr-26,240000000.0,clean,19.296149481306266,,missing,,-1.3364304,36.704026,street_address,0.8,Nairobi,14.0,14.0,Nairobi,14.0,55.68,37.09,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117050466,117050466,Vacant Land / Plot for Sale in Karen,"Karen Nairobi, Karen, Nairobi",,20-Mar-26,55000000.0,clean,17.822843743196746,,missing,,-1.3512402,36.7125512,street_address,0.8,Nairobi,13.82,13.82,Nairobi,13.82,54.95,33.5,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-lower-kabete-117100145,117100145,Vacant Land / Plot for Sale in Lower Kabete,"Nairobi, Lower Kabete",,8-Apr-26,500000000.0,clean,20.030118656386467,5.0,nlp_description,1.6094379124341003,-1.2403033,36.7523519,nlp_landmark,0.5,Nairobi,9.64,9.64,Nairobi,9.64,59.04,56.04,100000000.0,18.420680743952367
https://www.property24.co.ke/vacant-land-plot-for-sale-in-ruai-117026870,117026870,Vacant Land / Plot for Sale in Ruai,"Ruai Nairobi, Ruai, Nairobi",,14-Mar-26,13000000.0,clean,16.38045991542581,,missing,,-1.2717465,36.9971378,street_address,0.8,Nairobi,19.61,19.61,Nairobi,19.61,94.04,57.38,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-riverside-117103041,117103041,Vacant Land / Plot for Sale in Riverside,"Nairobi, Riverside",,8-Apr-26,850000000.0,clean,20.560746907448635,2.6,nlp_description,0.9555114450274363,-1.3026148,36.828842,nlp_landmark,0.5,Nairobi,1.4,1.4,Nairobi,1.4,82.52,87.91,326923076.92,19.605235462411787
https://www.property24.co.ke/vacant-land-plot-for-sale-in-syokimau-117026804,117026804,Vacant Land / Plot for Sale in Syokimau,"Syokimau Nairobi, Syokimau, Nairobi",,14-Mar-26,9000000.0,clean,16.012735135300492,0.229568,nlp_description,-1.4715559970723198,-1.3540449,36.9084947,street_address,0.8,Nairobi,11.84,11.84,Nairobi,11.84,78.3,68.88,39204070.25,17.484291132278592
https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117077506,117077506,Vacant Land / Plot for Sale in Karen,"Ololua Ridge Karen, Karen, Nairobi",,30-Mar-26,75000000.0,clean,18.132998671500584,29.0,nlp_description,3.367295829986474,-1.3283746,36.7049676,nlp_landmark,0.5,Nairobi,13.61,13.61,Nairobi,13.61,83.53,44.43,2586206.9,14.765702842847444
https://www.property24.co.ke/vacant-land-plot-for-sale-in-elementaita-117100522,117100522,Vacant Land / Plot for Sale in Elementaita,"Nakuru, Elementaita",,8-Apr-26,11000000.0,clean,16.213405830762646,2.0,nlp_description,0.6931471805599453,-1.0407228,37.0720684,nlp_landmark,0.5,Kiambu,39.43,39.43,Kiambu,26.94,86.95,46.55,5500000.0,15.520258650202699
https://www.property24.co.ke/vacant-land-plot-for-sale-in-ruai-117026878,117026878,Vacant Land / Plot for Sale in Ruai,"Ruai Nairobi, Ruai, Nairobi",,14-Mar-26,3500000.0,clean,15.068273526459642,0.114784,nlp_description,-2.164703177632265,-1.2717465,36.9971378,street_address,0.8,Nairobi,19.61,19.61,Nairobi,19.61,94.04,57.38,30492054.64,17.232976704034126
https://www.property24.co.ke/vacant-land-plot-for-sale-in-westlands-117103044,117103044,Vacant Land / Plot for Sale in Westlands,,,,,missing,,,missing,,,,failed,0.0,Nairobi,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-muranga-117050715,117050715,Vacant Land / Plot for Sale in Muranga,"Makuyu Muranga County, Muranga, Muranga",,20-Mar-26,,dropped,,400.0,nlp_description,5.991464547107982,-0.900584,37.186523,street_address,0.8,Murang'a,59.49,59.49,Murang'a,21.45,28.59,46.19,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-thindigua-117085769,117085769,Vacant Land / Plot for Sale in Thindigua,"Kiambu Rd Kiambu County, Thindigua, Kiambu",,1-Apr-26,145000000.0,clean,18.792244300384848,1.0,nlp_description,0.0,-1.2014195,36.851104,street_address,0.8,Nairobi,10.59,10.59,Nairobi,10.59,45.24,45.91,145000000.0,18.792244300384848
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitengela-117036350,117036350,Vacant Land / Plot for Sale in Kitengela,"Kitengela Kajiado County, Kitengela, Kajiado",,17-Mar-26,3500000.0,clean,15.068273526459642,0.25,nlp_description,-1.3862943611198906,-1.5249414,36.9449394,street_address,0.8,Kajiado,29.28,40.53,Nairobi,29.28,52.36,50.4,14000000.0,16.454567887579532
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117051276,117051276,Vacant Land / Plot for Sale in Kerarapon,"Kerarapon Drive Karen, Kerarapon, Nairobi",,21-Mar-26,15000000.0,clean,16.523560759066484,,missing,,-1.2921,36.8219,county_centroid,0.2,Nairobi,0.0,0.0,Nairobi,0.0,95.04,96.11,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-117093568,117093568,Vacant Land / Plot for Sale in Ngong,,,,,missing,,,missing,,,,failed,0.0,Kajiado,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-117061631,117061631,,,,,,missing,,,missing,,,,failed,0.0,,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitisuru-117008456,117008456,Vacant Land / Plot for Sale in Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi",,10-Mar-26,100000000.0,clean,18.420680743952367,57.0,nlp_description,4.04305126783455,-1.2389533,36.7444004,street_address,0.8,Nairobi,10.45,10.45,Nairobi,10.45,56.73,54.5,1754385.96,14.377629473317816
https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-117093330,117093330,Vacant Land / Plot for Sale in Kiambu,"Kiambu, Kiambu",,5-Apr-26,12500000.0,clean,16.34123920227253,1.0,nlp_description,0.0,-1.1663925,36.8252791,location_town,0.3,Kiambu,13.98,15.18,Nairobi,13.98,87.0,62.83,12500000.0,16.34123920227253
https://www.property24.co.ke/vacant-land-plot-for-sale-in-makindu-117029644,117029644,,,,,,missing,,,missing,,,,failed,0.0,,,,,,0.0,,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117057760,117057760,Vacant Land / Plot for Sale in Karen,"Nairobi, Karen",,23-Mar-26,55000000.0,clean,17.822843743196746,0.5,nlp_description,-0.6931471805599453,-1.3283746,36.7049676,nlp_landmark,0.5,Nairobi,13.61,13.61,Nairobi,13.61,78.78,44.43,110000000.0,18.51599092375669
https://www.property24.co.ke/vacant-land-plot-for-sale-in-salgaa-117041664,117041664,Vacant Land / Plot for Sale in Salgaa,"Rongai Nakuru County, Salgaa, Nakuru",,18-Mar-26,750000.0,clean,13.527828485512494,0.114784,nlp_description,-2.164703177632265,-0.2802724,36.0712048,nlp_landmark,0.5,Nakuru,140.09,140.09,Nakuru,2.72,82.45,63.15,6534011.71,15.692531663305612
https://www.property24.co.ke/vacant-land-plot-for-sale-in-watamu-117078068,117078068,Vacant Land / Plot for Sale in Watamu,"Jacaranda Road Watamu, Watamu, Watamu",,30-Mar-26,180000000.0,clean,19.008467408854486,,missing,,-3.3473027,40.0161426,street_address,0.8,Kilifi,422.09,422.09,Kilifi,21.7,51.21,21.23,,
https://www.property24.co.ke/vacant-land-plot-for-sale-in-lavington-117029607,117029607,Vacant Land / Plot for Sale in Lavington,"Lavington, Lavington, Nairobi",,16-Mar-26,32500000.0,clean,17.296750647299966,5.0,nlp_description,1.6094379124341003,-1.2739822,36.781804,street_address,0.8,Nairobi,4.89,4.89,Nairobi,4.89,64.7,56.92,6500000.0,15.687312734865866
